143646	42211177
628197	1191306
628197	16921437
783984	69054437
783984	51157491
783984	185245999
783984	190934200
783984	170993952
783984	1217112
783984	46582429
783984	140438021
783984	23920500
783984	46900872
783984	250937438
783984	163354915
783984	3247668
783984	6591169
802895	123988342
802895	5595242
870739	8812837
870739	259307449
876964	92678374
876964	95761834
876964	161634943
876964	248084155
876964	58466909
876964	157566212
1191306	395016185
1192022	12002169
1192022	16775080
1192022	3691673
1328912	2347983
1328912	27418298
1525256	3141257
1525256	112996111
1525256	4928247
1525256	30783568
1525256	454469494
1525256	1217112
1525256	12811608
1525256	3247668
1525256	6591169
1548869	210683097
1674048	4314685
1674048	20777065
1674048	5595242
1999644	118682198
1999644	51157491
2014662	164573153
2014662	468695840
2014662	77415490
2014662	140806331
2014662	40735817
2103182	12002169
2246707	3930708
2246707	783984
2246707	190934200
2246707	380000141
2246707	1217112
2246707	4276867
2246707	125776873
2246707	12811608
2246707	3247668
2246707	115642551
2246707	487383608
2246707	6591169
2494013	11268874
2494013	6047141
2494013	6591169
2591584	235778159
2656884	38450795
2656884	445838058
2763196	134878936
2764576	92678374
2764576	4314685
2790955	19248427
2816275	13393904
3128036	118491194
3141257	46900872
3141257	12811608
3141257	3247668
3141257	128095331
3167233	1217112
3175213	92678374
3175213	91161660
3192276	92678374
3192276	211908781
3192276	88600057
3192276	400331228
3275321	9702119
3275321	5668935
3275321	26108515
3381588	185245999
3381588	201376440
3381588	37638729
3416896	64684306
3416896	268351018
3467655	4767643
3691673	445838058
3930708	176393720
3930708	171275817
4236251	104341687
4236251	12626863
4259507	12811608
4276867	2246707
4276867	46613654
4276867	277297328
4276867	11229531
4276867	46023883
4276867	14933725
4276867	3247668
4276867	487383608
4276867	6591169
4325601	400331228
4376057	146696870
4376057	2347983
4376057	26272554
4376057	12286258
4539096	46582429
4552233	4928247
4552233	170993952
4767643	163354915
4928247	2246707
4928247	11229531
4928247	27418298
4928247	1358645
4928247	4552233
4928247	1525256
4928247	1217112
4928247	4506846
4942648	319024293
5168446	92678374
5168446	306909436
5445094	449691679
5445094	16840127
5445094	11077359
5445094	182874675
5445999	7949206
5595242	1674048
5648686	92678374
5648686	58287885
5648686	321974533
5653150	92678374
5653150	108820916
5653150	72753802
5653150	28478225
5653150	24135118
5756855	297929950
6047141	7588476
6127517	137928186
6127517	92678374
6127517	134878936
6127517	8908389
6127517	58466909
6127517	783984
6127979	40546643
6243761	395016185
6287046	47081076
6444023	158964458
6444023	332784367
6444023	92678374
6444023	134878936
6444023	3141257
6444023	340380789
6444023	9494175
6444023	101911934
6444023	3705457
6444023	46757603
6444023	55113986
6444023	22420378
6444023	46582429
6444023	140438021
6444023	123988342
6444023	36631417
6537315	85980030
6537315	71938301
6537315	65535290
6537315	193394780
6537315	395016185
6759605	4314685
6759605	12165287
6759605	7588476
6759605	6047141
7528948	71416435
7588476	42211177
7588476	6759605
7588476	6047141
7649716	38178584
7649716	19248427
7675935	134878936
7949206	50159317
7949206	400331228
7949206	5445999
8002434	3705457
8002434	19170665
8002434	123988342
8312705	9702119
8354908	13374940
8382344	39096471
8382344	21132389
8570975	134878936
8570975	346178259
8570975	11534256
8570975	12002169
8570975	37709667
8570975	16143541
8570975	185245999
8570975	61425889
8570975	46582429
8570975	123988342
8570975	157611164
8758530	144942637
8812837	870739
8849396	11834637
8882001	381482815
8882001	37459474
8882001	248790964
8882001	445838058
8904864	4314685
8908389	846291
8908389	250937438
8908389	10324647
8908389	1812291
8908389	6591169
8908389	64684306
9131249	145882022
9131249	170993952
9131249	445838058
9322715	23870236
9404553	26108515
9404553	121123869
9494175	213071042
9494175	332784367
9494175	92678374
9494175	164517823
9494175	3141257
9494175	135537252
9494175	27418298
9494175	182668195
9494175	54298423
9494175	4581228
9494175	4314685
9494175	76472821
9494175	42173789
9494175	101911934
9494175	3705457
9494175	16585883
9494175	6444023
9494175	141414073
9494175	8908389
9494175	12626863
9494175	166690102
9494175	58466909
9494175	102155820
9494175	50706090
9494175	500907872
9494175	783984
9494175	190934200
9494175	135304745
9494175	46582429
9494175	256840117
9494175	250937438
9494175	83853002
9494175	437324191
9496983	13013837
9563462	445838058
9563462	58406385
9702119	8312705
9702119	174760293
9702119	3275321
10324647	11229531
10324647	29023583
10324647	8908389
10324647	13755895
10484713	246958694
10484713	100865244
10484713	180586667
10484713	29817435
10484713	34187602
10484713	329012861
10569127	5668935
10569127	143798843
10569127	120493306
10569127	22223969
10843065	50159317
11077359	449691679
11077359	73401512
11077359	5445094
11077359	46900872
11209490	32167996
11229531	4276867
11229531	176184405
11229531	46900872
11229531	10324647
11229531	6591169
11268874	2494013
11268874	201376440
11380749	5668935
11380749	3481998
11534256	45103078
11834637	8849396
11834637	6172304
12002169	2103182
12002169	134878936
12002169	1192022
12002169	8570975
12002169	79946289
12165287	92678374
12165287	97810292
12165287	76472821
12165287	6759605
12165287	6047141
12219562	54298423
12219562	4314685
12219562	183928744
12219562	29176604
12219562	13755895
12219562	15347617
12219562	4506846
12219562	12811608
12219562	20055679
12279294	14611823
12286258	454202090
12286258	4376057
12626863	6172304
12626863	185245999
12626863	176184405
12626863	34453247
12626863	15420421
12657356	129820897
12657356	92678374
12657356	3141257
12657356	148122983
12681455	17054090
12681455	112044001
12681455	253318629
12811608	246958694
12811608	33201748
12811608	71586949
12811608	395016185
12889570	45103078
12994353	11888251
13013837	9496983
13267441	4314685
13374940	4314685
13374940	51157491
13374940	8354908
13393904	2816275
13755895	152245801
13820740	42522980
14166413	129056837
14176283	41219796
14176283	37269369
14183307	11534256
14183307	175480849
14183307	311748656
14183307	100865244
14183307	41788607
14213856	45514583
14213856	54881809
14345241	32673732
14580646	69274259
14580646	17860571
14580646	45573883
14580646	34236860
14580646	19199852
14580646	36581239
14580646	66828459
14580646	42223265
14597017	73470956
14597017	119941678
14611823	12279294
14611823	75788363
14611823	59914589
14611823	380000141
14611823	211044765
14671067	39824415
14802751	4314685
14802751	23122233
14802751	247458483
14933725	6591169
15420421	92678374
15420421	42173789
15420421	3705457
15420421	105987613
15420421	12626863
15420421	123988342
15420421	34453247
15659203	20277482
15659203	44806712
15659203	4314685
15659203	137924064
15689190	71586949
15689190	12811608
15689190	163354915
15689190	271833283
15757516	62182312
15848659	53341397
15848659	47530948
15848659	115739489
15848659	34453247
16070154	20943011
16070154	802895
16070154	3366273
16297844	81507887
16297844	32041776
16297844	45514583
16297844	1598092
16297844	126498296
16297844	32673732
16489671	34809581
16489671	37523692
16489671	400331228
16541225	8904864
16541225	8908389
16541225	23019892
16585883	332784367
16585883	92678374
16585883	135537252
16585883	34809581
16585883	295192848
16585883	9494175
16585883	418196444
16585883	101911934
16585883	3705457
16585883	19268393
16585883	159325702
16585883	58352145
16585883	8908389
16585883	210959481
16585883	55319050
16585883	783984
16585883	190934200
16585883	42522980
16585883	135304745
16585883	140438021
16585883	73154214
16585883	256840117
16585883	250937438
16585883	115642551
16585883	83853002
16585883	437324191
16609592	89458141
16609592	31029562
16775080	163354915
16775080	40546643
16779762	34510856
16779762	210683097
16840127	5445094
16921437	1191306
16921437	9179605
16921437	628197
16921437	380000141
17108359	26234577
17108359	62298337
17248486	3481998
17248486	358205398
17500492	377878453
17500492	190207487
17500492	92678374
17500492	76472821
17500492	37269369
17500492	72096699
17644137	25948680
17646484	7194141
17646484	97285976
17649836	23261000
17649836	344255083
17649836	20675637
17649836	132379176
17765851	14666772
18277386	183928744
18277386	61425889
18484719	92678374
18484719	134878936
18484719	14504172
18560227	296723545
19095950	45514583
19095950	143078081
19098871	61422643
19170665	24367374
19170665	31255512
19170665	185245999
19170665	197218411
19170665	400331228
19192382	445202054
19192382	395016185
19199852	45573883
19199852	34236860
19199852	14580646
19248427	2790955
19248427	255035587
19248427	140438021
19248427	176184405
19248427	103513971
19723146	182618003
20055679	12219562
20106742	92678374
20106742	189153022
20323641	288953866
20323641	3141257
20323641	22129227
20387003	137924064
20777065	38475271
20777065	1674048
20777065	177205265
21032022	33457384
21032022	23122233
21283343	6109337
21283343	37664466
21291700	50618691
21291700	43230241
21291700	455597554
21291700	22805872
21291700	226238231
21334487	185245999
21334487	140438021
21334487	100865244
21334487	31029562
21334487	211831266
21334487	22070783
21420551	145871240
21420551	39558927
21420551	4314685
21420551	7194141
21420551	16775080
21420551	551808825
22052363	104760595
22052363	83798735
22129227	133887655
22129227	20323641
22129227	120049594
22264748	52299262
22264748	17277417
22286468	146889829
22286468	45573883
22286468	41219796
22286468	139524641
22286468	61425889
22286468	46582429
22286468	400331228
22286468	47530948
22381646	141415864
22381646	400331228
22381646	390276595
22420378	3141257
22420378	78692643
22420378	130904748
22420378	459719814
22420378	4314685
22420378	6444023
22426402	469667289
22426402	85603370
22426402	373012756
22426402	783984
22426402	50042449
22438590	117063023
22438590	125661704
22526977	269237329
22805872	3705457
22805872	21291700
22805872	100865244
23122233	4314685
23122233	14802751
23122233	21032022
23122233	224152490
23220447	497646974
23220447	32541359
23220447	27418298
23431639	288687880
23870236	268351018
24005140	123988342
24068011	104587029
24068011	83798735
24068011	61425889
24367374	95761834
24367374	52079998
24367374	248084155
24367374	12029127
24367374	19170665
24367374	140806331
24635735	50061724
24822984	147793269
25195517	248084155
25195517	1358645
25195517	12029127
25297483	154898337
25623006	207104198
25623006	105670040
25623006	142619384
25623006	377948589
25661171	136509466
25661171	302721419
25661171	185245999
25661171	176184405
25715915	135347775
25899937	280259062
25948680	17644137
25954079	90812723
26212195	229996568
26212195	373012756
26212195	4314685
26212195	29700420
26212195	53147047
26212195	197159652
26212195	118491194
26212195	145446999
26257634	266171419
26257634	58352145
26272554	146696870
26272554	92678374
26272554	37664466
26272554	154293212
26272554	5595242
26272554	4376057
26272554	395016185
26363501	4314685
26363501	31296255
