1874982	163692928
3420157	163692928
3902475	163692928
11137181	163692928
11463136	163692928
12305004	163692928
13213283	163692928
18583598	163692928
24383095	163692928
25472808	163692928
32607765	163692928
37221216	163692928
37268381	163692928
41024115	163692928
43705710	163692928
48315458	163692928
51324442	163692928
51458583	163692928
52623678	163692928
53295789	163692928
53381928	163692928
53414734	163692928
54512150	163692928
55524548	163692928
56018457	163692928
56470207	163692928
58723720	163692928
61110083	163692928
63194875	163692928
65890407	163692928
66792824	163692928
68097676	163692928
69140924	163692928
71269921	163692928
72777199	163692928
72963416	163692928
74338342	163692928
76458119	163692928
79336682	163692928
79551576	163692928
80859082	163692928
81136279	163692928
82558334	163692928
83516623	163692928
86412817	163692928
86531662	163692928
90081749	163692928
92394417	163692928
92578024	163692928
95973075	163692928
96144252	163692928
97658611	163692928
97841506	163692928
100415503	163692928
101783529	163692928
101935117	163692928
102027430	163692928
102679527	163692928
107705399	163692928
107852009	163692928
108134969	163692928
108752363	163692928
109024244	163692928
114450667	163692928
115008408	163692928
123237432	163692928
123590224	163692928
125163587	163692928
130492146	163692928
131628308	163692928
131935375	163692928
132694748	163692928
133542030	163692928
133751896	163692928
135893168	163692928
136097027	163692928
138724993	163692928
139332891	163692928
140712293	163692928
141910958	163692928
142191830	163692928
145365782	163692928
146195002	163692928
148050582	163692928
148546759	163692928
150654886	163692928
153384545	163692928
154857068	163692928
157382045	163692928
157654822	163692928
159973754	163692928
160364541	163692928
160584064	163692928
162780811	163692928
164240826	163692928
165352929	163692928
174845979	163692928
177554723	163692928
178613111	163692928
180380150	163692928
183681129	163692928
183961786	163692928
192524059	163692928
198482988	163692928
198684224	163692928
200443829	163692928
211599106	163692928
215611645	163692928
224877610	163692928
228743613	163692928
232804664	163692928
233712142	163692928
239556145	163692928
244366324	163692928
245098736	163692928
248937146	163692928
253255118	163692928
253426925	163692928
253443721	163692928
255600704	163692928
256575518	163692928
261957019	163692928
265704200	163692928
267036259	163692928
268355661	163692928
269638205	163692928
270946661	163692928
274574513	163692928
275068852	163692928
275164286	163692928
276005176	163692928
276040644	163692928
276240103	163692928
278179423	163692928
282027376	163692928
286434600	163692928
287406444	163692928
291122494	163692928
292614764	163692928
293574833	163692928
300041558	163692928
305296312	163692928
306118179	163692928
309327071	163692928
316822547	163692928
322693078	163692928
333607298	163692928
334080218	163692928
334768712	163692928
337884463	163692928
343862133	163692928
343913938	163692928
346808301	163692928
347866745	163692928
356455817	163692928
361291610	163692928
362197761	163692928
364414374	163692928
375858824	163692928
